provider_community,provider_npi,providername,grouping,classification,specialization,org_npi,organization_name,patient_count,transaction_count,average_day_wait,std_day_wait,hospital_community,owning_entity,org_address,org_location,latitude,longitude,color,specialization_cleaned
1359,1194987867,RICHARD LARUE,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,189,289,3.865,7.831,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Infectious Disease
1359,1205030780,ALISON MILLER,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,52,93,5.032,11.967,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Pulmonary Disease
1359,1205819695,CATHERINE MCGOWAN,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,102,215,5.153,15.095,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Infectious Disease
1374,1205822962,DANNIE GLOVER,Allopathic & Osteopathic Physicians,Family Medicine,,1518346469,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",129,227,17.15,26.939,1374,Ascension Saint Thomas,"1559 Sparta St, McMinnville, TN 37110","St Thomas River Park Hospital, 1559, Sparta Street, McMinnville, Warren County, Middle Tennessee, Tennessee, 37110, United States",35.6998452,-85.742835,green,Family Medicine
1337,1205825866,ANGELA WILLIS,Allopathic & Osteopathic Physicians,Family Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",49,98,11.276,24.565,1337,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Family Medicine
1336,1205826526,HANNA ILIA,Allopathic & Osteopathic Physicians,Family Medicine,,1417938846,"MACON COUNTY GENERAL HOSPITAL, INC.",624,1765,6.471,21.298,1336,LifePoint Health,"305 West Locust Street, Lafayette, Tennessee 37083","305, West Locust Street, Lafayette, Macon County, Middle Tennessee, Tennessee, 37083, United States",36.5195573,-86.0269343,darkred,Family Medicine
1336,1205826526,HANNA ILIA,Allopathic & Osteopathic Physicians,Family Medicine,,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,73,81,38.16,61.099,1336,HCA Healthcare,"355 New Shackle Island Rd, Hendersonville, TN 37075","TriStar Hendersonville, 355, New Shackle Island Road, Glen Oaks, Hendersonville, Sumner County, Middle Tennessee, Tennessee, 37075, United States",36.3254227,-86.6227582,darkpurple,Family Medicine
1336,1205826526,HANNA ILIA,Allopathic & Osteopathic Physicians,Family Medicine,,1306889597,VANDERBILT UNIVERSITY MEDICAL CENTER,55,66,48.212,56.937,1337,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Family Medicine
1336,1205826526,HANNA ILIA,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,51,84,37.226,49.211,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Family Medicine
1336,1205826526,HANNA ILIA,Allopathic & Osteopathic Physicians,Family Medicine,,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,206,307,28.16,47.73,1336,LifePoint Health,"555 Hartsville Pike, Gallatin, TN 37066","Summer Regional Medical Center, 555, Hartsville Pike, Gallatin, Sumner County, Middle Tennessee, Tennessee, 37066, United States",36.3897223,-86.4336503,darkred,Family Medicine
1381,1205827987,TADAYUKI YONEYAMA,Allopathic & Osteopathic Physicians,Internal Medicine,,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,57,86,29.058,44.334,1381,Williamson County Hospital District,"4321 Carothers Parkway, Franklin, TN 37067","Williamson Medical Center, 4321, Carothers Parkway, Franklin, Williamson County, Middle Tennessee, Tennessee, 37067, United States",35.9163458,-86.8202183,pink,Internal Medicine
1381,1205827987,TADAYUKI YONEYAMA,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,39,65,31.785,32.524,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1374,1205830015,BILLY JONES,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,128,225,0.0,0.0,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Internal Medicine
1344,1205878220,WALTER STEPHENS,Allopathic & Osteopathic Physicians,Family Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",61,81,34.84,39.199,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Family Medicine
1344,1205878220,WALTER STEPHENS,Allopathic & Osteopathic Physicians,Family Medicine,,1871530832,CENTRAL TENNESSEE HOSPITAL CORPORATION,247,406,25.515,38.657,1344,HCA Healthcare,"111 US-70, Dickson, TN 37055","111, College Street, Eastwood, Dickson, Dickson County, Middle Tennessee, Tennessee, 37055, United States",36.0750821,-87.3659893,darkpurple,Family Medicine
1344,1205878220,WALTER STEPHENS,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,36,60,42.217,48.372,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Family Medicine
1374,1205878402,VICTOR GIAN,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1992776405,"HCA HEALTH SERVICES OF TENNESSEE, INC.",54,86,31.872,39.465,1374,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Medical Oncology
1374,1205878402,VICTOR GIAN,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1629025648,SAINT THOMAS WEST HOSPITAL,33,53,30.189,43.194,1338,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Medical Oncology
1374,1205878402,VICTOR GIAN,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,350,638,26.901,44.768,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Medical Oncology
1374,1205878402,VICTOR GIAN,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,112,163,44.969,55.257,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Medical Oncology
1336,1205879467,MICHAEL KELLOGG,Allopathic & Osteopathic Physicians,Family Medicine,Adult Medicine,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,143,225,25.311,44.947,1336,HCA Healthcare,"355 New Shackle Island Rd, Hendersonville, TN 37075","TriStar Hendersonville, 355, New Shackle Island Road, Glen Oaks, Hendersonville, Sumner County, Middle Tennessee, Tennessee, 37075, United States",36.3254227,-86.6227582,darkpurple,Adult Medicine
1336,1205879467,MICHAEL KELLOGG,Allopathic & Osteopathic Physicians,Family Medicine,Adult Medicine,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,33,55,36.8,46.709,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Adult Medicine
1336,1205879467,MICHAEL KELLOGG,Allopathic & Osteopathic Physicians,Family Medicine,Adult Medicine,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,43,56,45.018,62.275,1336,LifePoint Health,"555 Hartsville Pike, Gallatin, TN 37066","Summer Regional Medical Center, 555, Hartsville Pike, Gallatin, Sumner County, Middle Tennessee, Tennessee, 37066, United States",36.3897223,-86.4336503,darkred,Adult Medicine
1381,1205897584,JULIE HENDRIX,Allopathic & Osteopathic Physicians,Internal Medicine,"Endocrinology, Diabetes & Metabolism",1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,84,123,47.902,53.388,1381,Williamson County Hospital District,"4321 Carothers Parkway, Franklin, TN 37067","Williamson Medical Center, 4321, Carothers Parkway, Franklin, Williamson County, Middle Tennessee, Tennessee, 37067, United States",35.9163458,-86.8202183,pink,"Endocrinology, Diabetes & Metabolism"
1381,1205897584,JULIE HENDRIX,Allopathic & Osteopathic Physicians,Internal Medicine,"Endocrinology, Diabetes & Metabolism",1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,55,90,49.178,47.804,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,"Endocrinology, Diabetes & Metabolism"
1359,1205923331,CATHERINE STOBER,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,300,775,5.841,17.614,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1374,1205945300,HEIDI LAKES,Allopathic & Osteopathic Physicians,Family Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,35,51,34.588,50.539,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Family Medicine
1374,1205978152,CATHERINE STEUART,Allopathic & Osteopathic Physicians,Family Medicine,Hospice and Palliative Medicine,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,189,261,0.0,0.0,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Hospice and Palliative Medicine
1359,1205983186,PAULA HERRMANN,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,209,640,1.391,10.369,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1359,1215017330,HENRY JENNINGS,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,545,738,4.149,17.228,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Cardiovascular Disease
1349,1215029897,RICHARD KENNEDY,Allopathic & Osteopathic Physicians,Family Medicine,,1861479545,MAURY REGIONAL HOSPITAL,845,1861,18.905,34.379,1349,Maury Regional Health,"1224 Trotwood Avenue, Columbia, TN 38401","Maury Regional Medical Center, 1224, Trotwood Avenue, Rolling Fields, Columbia, Maury County, Middle Tennessee, Tennessee, 38401, United States",35.6070949,-87.0664395,orange,Family Medicine
1349,1215029897,RICHARD KENNEDY,Allopathic & Osteopathic Physicians,Family Medicine,,1578591756,MAURY REGIONAL HOSPITAL MARSHALL MEDICAL CENTER,27,56,24.25,36.525,1349,Maury Regional Health,"1080 N Ellington Pkwy, Lewisburg, TN 37091","Marshall Medical Center, 1080, North Ellington Parkway, Wallace Acres, Lewisburg, Marshall County, Middle Tennessee, Tennessee, 37091, United States",35.464732,-86.7854787,orange,Family Medicine
1349,1215029897,RICHARD KENNEDY,Allopathic & Osteopathic Physicians,Family Medicine,,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,58,73,41.562,56.298,1381,Williamson County Hospital District,"4321 Carothers Parkway, Franklin, TN 37067","Williamson Medical Center, 4321, Carothers Parkway, Franklin, Williamson County, Middle Tennessee, Tennessee, 37067, United States",35.9163458,-86.8202183,pink,Family Medicine
1349,1215029897,RICHARD KENNEDY,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,126,209,37.11,45.497,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Family Medicine
1359,1215036652,JOHN GREER,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,188,449,0.519,3.865,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Hematology
1359,1215084108,LORA THOMAS,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,173,257,6.218,16.503,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Infectious Disease
1359,1215091129,MEREDITH PUGH,Allopathic & Osteopathic Physicians,Pediatrics,Pediatric Critical Care Medicine,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,390,570,2.356,8.16,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Pediatric Critical Care Medicine
1359,1215105895,LEON SCOTT,Allopathic & Osteopathic Physicians,Pediatrics,Sports Medicine,1861479545,MAURY REGIONAL HOSPITAL,61,89,23.348,35.388,1349,Maury Regional Health,"1224 Trotwood Avenue, Columbia, TN 38401","Maury Regional Medical Center, 1224, Trotwood Avenue, Rolling Fields, Columbia, Maury County, Middle Tennessee, Tennessee, 38401, United States",35.6070949,-87.0664395,orange,Sports Medicine
1359,1215105895,LEON SCOTT,Allopathic & Osteopathic Physicians,Pediatrics,Sports Medicine,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,108,142,40.592,52.078,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Sports Medicine
1359,1215155288,TONY ROSS,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,311,461,18.753,45.577,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Family Medicine
1359,1215193255,SANJAY MOHAN,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,209,757,0.979,4.622,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Hematology & Oncology
1353,1215216890,TERRANCE CRAION,Allopathic & Osteopathic Physicians,Family Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,42,92,23.283,52.464,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Family Medicine
1340,1215295084,WILLIAM HOOPER,Allopathic & Osteopathic Physicians,Internal Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",394,1087,0.0,0.0,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Internal Medicine
